date,store_id,region,category,product,quantity,unit_price,revenue,cost
2024-07-13,S06,Казань,Канцтовары,Степлер,1.0,508.86,508.86,231.03
2024-05-22,S09,Ростов-на-Дону,Продукты,Кофе 1кг,1.0,986.89,986.89,738.15
2024-01-06,S08,Новосибирск,Продукты,Чай 100п,1.0,415.41,415.41,305.79
2023-08-22,S06,Казань,Бытовая техника,Утюг,1.0,4207.8,4207.8,2985.74
2024-01-14,S02,Москва,Продукты,Шоколад,1.0,252.57,252.57,186.29
2025-12-19,S03,Москва,Канцтовары,Калькулятор,8.0,1296.74,10373.92,5396.22
2024-01-27,S01,Москва,Бытовая техника,Чайник,1.0,3105.46,3105.46,2396.15
2025-12-21,S10,Самара,Бытовая техника,Блендер,1.0,5263.41,5263.41,3915.08
2023-12-14,S04,Санкт-Петербург,Бытовая техника,Чайник,1.0,3656.61,3656.61,2726.31
2024-10-21,S08,Новосибирск,Канцтовары,Степлер,7.0,430.96,3016.72,1438.18
2023-04-15,S03,Москва,Продукты,Мёд 500г,2.0,575.31,1150.62,748.16
2023-01-09,S06,Казань,Электроника,Планшет,1.0,18958.25,18958.25,14061.38
2023-04-02,S02,Москва,Одежда,Футболка,1.0,1751.57,1751.57,1114.1
2025-08-05,S09,Ростов-на-Дону,Канцтовары,Калькулятор,1.0,1260.68,1260.68,560.53
2023-09-28,S08,Новосибирск,Бытовая техника,Чайник,4.0,3291.09,13164.36,9717.22
2025-04-14,S02,Москва,Бытовая техника,Пылесос,1.0,12816.45,12816.45,9754.33
2025-10-14,S06,Казань,Продукты,Чай 100п,1.0,479.63,479.63,348.38
2024-08-07,S04,Санкт-Петербург,Одежда,Кроссовки,1.0,6072.57,6072.57,3603.46
2025-04-16,S03,Москва,Электроника,Колонка,1.0,,5966.53,4751.07
2023-10-08,S03,Москва,Продукты,Шоколад,1.0,266.72,266.72,196.55
2023-03-28,S09,Ростов-на-Дону,Продукты,Кофе 1кг,1.0,875.77,875.77,593.96
2025-04-10,S07,Екатеринбург,Канцтовары,Набор ручек,8.0,381.95,3055.6,1823.69
2023-05-26,S02,Москва,Одежда,Куртка,1.0,9239.73,9239.73,5547.66
2024-02-03,S10,Самара,Продукты,Мёд 500г,1.0,679.2,679.2,445.3
2024-10-10,S08,Новосибирск,Продукты,Кофе 1кг,9.0,810.01,7290.09,4828.19
2025-01-26,S07,Екатеринбург,Бытовая техника,Утюг,1.0,4083.19,4083.19,3161.32
2025-12-29,S03,Москва,Канцтовары,Степлер,2.0,467.82,935.64,391.78
2023-03-02,S08,Новосибирск,Продукты,Мёд 500г,1.0,631.64,631.64,419.87
2023-09-03,S03,Москва,Канцтовары,Степлер,2.0,504.24,1008.48,524.81
2024-03-29,S03,Москва,Канцтовары,Калькулятор,1.0,1127.97,1127.97,545.94
2023-07-29,S10,Самара,Канцтовары,Калькулятор,,1093.17,1093.17,558.49
2025-04-18,S06,Казань,Одежда,Куртка,2.0,9568.37,19136.74,10693.33
2025-01-02,S02,Москва,Бытовая техника,Чайник,,3489.21,10467.63,8004.33
2024-11-05,S10,Самара,Одежда,Джинсы,7.0,3812.37,26686.59,17016.92
2023-05-09,S03,Москва,Канцтовары,Ежедневник,1.0,666.82,,280.5
2024-07-05,S03,Москва,Электроника,Планшет,1.0,17809.9,17809.9,14558.86
2025-11-21,S01,Москва,Продукты,Чай 100п,3.0,425.61,1276.83,920.17
2024-11-21,S10,Самара,Бытовая техника,Чайник,4.0,3263.92,13055.68,10105.79
2025-05-14,S10,Самара,Канцтовары,Набор ручек,2.0,365.05,,395.2
2025-03-14,S09,Ростов-на-Дону,Бытовая техника,Пылесос,1.0,13205.52,13205.52,8961.43
2025-06-24,S07,Екатеринбург,Канцтовары,Набор ручек,1.0,391.61,391.61,213.16
2023-04-11,S05,Санкт-Петербург,Одежда,Куртка,7.0,9675.8,67730.6,34646.43
2023-01-16,S05,Санкт-Петербург,Бытовая техника,Утюг,4.0,4383.07,17532.28,13272.55
2023-09-15,S03,Москва,Канцтовары,Степлер,2.0,475.59,951.18,454.26
2025-12-11,S01,Москва,Продукты,Чай 100п,1.0,434.7,434.7,308.83
2025-05-04,S03,Москва,Одежда,Кроссовки,2.0,6418.76,12837.52,7695.04
2023-05-19,S07,Екатеринбург,Одежда,Куртка,1.0,9306.09,9306.09,4310.03
2023-04-02,S01,Москва,Одежда,Кроссовки,,6644.7,6644.7,3164.75
2024-12-18,S02,Москва,Канцтовары,Калькулятор,1.0,1121.76,1121.76,618.02
2024-02-08,S05,Санкт-Петербург,Бытовая техника,Блендер,13.0,4963.8,64529.4,49784.93
2025-10-21,S08,Новосибирск,Продукты,Мёд 500г,1.0,662.75,662.75,457.99
2024-01-28,S10,Самара,Одежда,Кроссовки,1.0,6025.32,6025.32,3165.98
2025-02-13,S01,Москва,Канцтовары,Калькулятор,1.0,1305.0,1305.0,683.37
2024-11-25,S01,Москва,Бытовая техника,Утюг,5.0,4351.25,21756.25,15485.77
2025-11-09,S09,Ростов-на-Дону,Одежда,Куртка,2.0,7766.27,15532.54,7324.6
2024-12-03,S10,Самара,Одежда,Футболка,1.0,1861.89,1861.89,1105.27
2023-02-05,S03,Москва,Продукты,Кофе 1кг,1.0,846.36,846.36,591.55
2024-08-28,S06,Казань,Бытовая техника,Утюг,3.0,4443.1,13329.3,9541.33
2024-07-14,S09,Ростов-на-Дону,Электроника,Смартфон,1.0,22614.82,22614.82,17033.12
2024-05-30,S08,Новосибирск,Канцтовары,Калькулятор,7.0,1223.86,8567.02,3479.11
2025-05-13,S05,Санкт-Петербург,Бытовая техника,Блендер,5.0,4518.51,22592.55,16232.48
2025-02-28,S09,Ростов-на-Дону,Бытовая техника,Утюг,12.0,4566.16,54793.92,40111.68
2023-06-05,S03,Москва,Продукты,Мёд 500г,1.0,593.32,593.32,401.46
2023-11-29,S09,Ростов-на-Дону,Одежда,Куртка,15.0,8177.61,122664.15,69907.51
2024-03-04,S03,Москва,Продукты,Кофе 1кг,3.0,902.19,2706.57,2051.96
2025-10-21,S04,Санкт-Петербург,Одежда,Футболка,3.0,1991.16,5973.48,3229.57
2023-01-12,S08,Новосибирск,Электроника,Колонка,3.0,4988.29,14964.87,11268.63
2024-04-20,S05,Санкт-Петербург,Электроника,Колонка,6.0,5329.18,31975.08,23691.11
2025-07-26,S10,Самара,Канцтовары,Набор ручек,1.0,377.37,377.37,182.01
2025-08-04,S03,Москва,Одежда,Футболка,1.0,1982.21,1982.21,925.09
2025-03-17,S10,Самара,Бытовая техника,Чайник,1.0,2891.7,2891.7,2012.96
2024-05-05,S08,Новосибирск,Одежда,Куртка,1.0,9688.05,9688.05,4949.36
2024-06-27,S09,Ростов-на-Дону,Бытовая техника,Пылесос,2.0,13594.23,27188.46,20299.03
2023-06-24,S03,Москва,Электроника,Наушники,1.0,3390.44,3390.44,2596.86
2025-04-05,S10,Самара,Одежда,Футболка,3.0,1984.14,5952.42,3276.8
2023-03-03,S06,Казань,Одежда,Куртка,1.0,9608.05,9608.05,5667.06
2025-11-08,S07,Екатеринбург,Одежда,Футболка,2.0,2001.28,4002.56,2548.7
2024-05-08,S01,Москва,Бытовая техника,Пылесос,3.0,11092.1,33276.3,24534.45
2025-09-19,S01,Москва,Продукты,Чай 100п,9.0,414.95,3734.55,2425.37
2023-09-05,S07,Екатеринбург,Электроника,Колонка,5.0,5262.37,26311.85,21034.32
2023-02-22,S10,Самара,Одежда,Футболка,3.0,,4917.84,2780.33
2023-07-13,S02,Москва,Продукты,Мёд 500г,1.0,578.93,578.93,390.99
2023-05-18,S04,Санкт-Петербург,Электроника,Наушники,9.0,3624.64,32621.76,26288.91
2025-07-27,S03,Москва,Продукты,Мёд 500г,2.0,689.01,,1008.96
2025-05-25,S03,Москва,Одежда,Куртка,1.0,8988.37,8988.37,4535.25
2023-11-30,S04,Санкт-Петербург,Канцтовары,Калькулятор,8.0,1111.89,8895.12,3562.23
2024-05-28,S02,Москва,Бытовая техника,Утюг,3.0,4974.56,14923.68,10249.9
2024-04-09,S07,Екатеринбург,Электроника,Колонка,,6093.16,6093.16,4894.26
2024-11-15,S09,Ростов-на-Дону,Бытовая техника,Блендер,5.0,5115.07,25575.35,19180.37
2025-07-21,S06,Казань,Продукты,Мёд 500г,3.0,673.46,2020.38,1486.59
2024-04-03,S09,Ростов-на-Дону,Электроника,Смартфон,2.0,26746.3,53492.6,42024.14
2024-08-21,S01,Москва,Одежда,Куртка,1.0,8297.05,8297.05,5212.0
2023-08-10,S08,Новосибирск,Бытовая техника,Пылесос,2.0,12827.43,25654.86,17639.17
2023-11-18,S02,Москва,Одежда,Куртка,1.0,9067.07,9067.07,4393.79
2025-10-13,S10,Самара,Бытовая техника,Блендер,1.0,5190.83,5190.83,3643.41
2025-01-24,S06,Казань,Бытовая техника,Утюг,1.0,4166.43,4166.43,2804.32
2025-09-27,S08,Новосибирск,Одежда,Кроссовки,1.0,7104.52,7104.52,4463.51
2025-08-11,S03,Москва,Продукты,Шоколад,1.0,278.87,278.87,207.67
2024-12-24,S10,Самара,Одежда,Куртка,7.0,9353.41,65473.87,30381.09
2023-06-23,S09,Ростов-на-Дону,Одежда,Кроссовки,1.0,6668.32,6668.32,3215.9
2024-11-03,S01,Москва,Бытовая техника,Чайник,1.0,3420.5,3420.5,2416.8
2025-10-14,S01,Москва,Одежда,Куртка,8.0,7949.0,,30018.16
2023-01-24,S10,Самара,Канцтовары,Ежедневник,4.0,775.69,3102.76,1408.5
2024-08-12,S07,Екатеринбург,Электроника,Колонка,1.0,6108.24,6108.24,4723.86
2025-09-11,S09,Ростов-на-Дону,Канцтовары,Степлер,3.0,451.54,1354.62,748.62
2024-12-28,S05,Санкт-Петербург,Канцтовары,Набор ручек,5.0,342.7,1713.5,1017.32
2024-03-18,S08,Новосибирск,Канцтовары,Набор ручек,1.0,341.48,341.48,186.26
2023-03-08,S04,Санкт-Петербург,Электроника,Колонка,1.0,6037.9,6037.9,4794.23
2023-12-07,S07,Екатеринбург,Электроника,Колонка,7.0,5830.88,40816.16,31340.54
2023-12-27,S09,Ростов-на-Дону,Одежда,Джинсы,1.0,4324.64,4324.64,2012.16
2024-11-30,S02,Москва,Одежда,Куртка,1.0,9387.07,9387.07,5569.38
2025-07-09,S02,Москва,Продукты,Шоколад,1.0,268.45,268.45,190.23
2025-08-24,S07,Екатеринбург,Электроника,Планшет,2.0,19963.99,,32235.89
2023-08-19,S10,Самара,Электроника,Колонка,2.0,6136.77,12273.54,9756.0
2023-09-27,S02,Москва,Канцтовары,Калькулятор,2.0,1122.78,2245.56,1203.95
2023-06-27,S05,Санкт-Петербург,Бытовая техника,Блендер,1.0,4896.11,4896.11,3614.37
2024-06-14,S04,Санкт-Петербург,Бытовая техника,Утюг,6.0,4401.0,26406.0,17916.87
2025-06-20,S02,Москва,Одежда,Куртка,11.0,7784.67,85631.37,49835.43
2024-11-27,S02,Москва,Электроника,Планшет,5.0,17620.75,88103.75,67321.01
2023-04-26,S05,Санкт-Петербург,Одежда,Куртка,13.0,8887.54,115538.02,55498.94
2025-04-01,S07,Екатеринбург,Электроника,Смартфон,1.0,,24528.66,19356.47
2023-02-07,S05,Санкт-Петербург,Канцтовары,Ежедневник,1.0,675.54,675.54,401.47
2025-07-11,S02,Москва,Электроника,Наушники,4.0,3498.15,,10800.92
2024-09-21,S10,Самара,Канцтовары,Набор ручек,8.0,326.98,2615.84,1069.53
2024-03-17,S01,Москва,Канцтовары,Набор ручек,1.0,329.26,329.26,155.25
2025-10-28,S02,Москва,Канцтовары,Калькулятор,1.0,1262.51,1262.51,519.15
2023-08-15,S09,Ростов-на-Дону,Бытовая техника,Утюг,1.0,4913.51,4913.51,3360.43
2024-12-19,S02,Москва,Электроника,Колонка,4.0,5364.09,21456.36,16739.49
2023-08-07,S04,Санкт-Петербург,Канцтовары,Калькулятор,1.0,1185.95,1185.95,478.76
2025-03-31,S07,Екатеринбург,Одежда,Куртка,1.0,9430.98,9430.98,4727.15
2023-09-22,S05,Санкт-Петербург,Канцтовары,Ежедневник,2.0,636.24,1272.48,608.37
2025-05-16,S01,Москва,Бытовая техника,Пылесос,1.0,11700.2,11700.2,8706.31
2025-04-05,S05,Санкт-Петербург,Одежда,Куртка,1.0,9640.38,9640.38,5444.59
2024-10-02,S09,Ростов-на-Дону,Электроника,Наушники,6.0,3959.11,23754.66,19034.64
2025-06-13,S01,Москва,Электроника,Колонка,1.0,5373.09,5373.09,4392.91
2025-03-11,S05,Санкт-Петербург,Бытовая техника,Блендер,5.0,5312.04,26560.2,18654.49
2025-01-13,S06,Казань,Одежда,Футболка,1.0,1867.69,1867.69,1157.43
2025-11-06,S10,Самара,Канцтовары,Ежедневник,3.0,776.71,2330.13,1269.72
2025-12-10,S01,Москва,Бытовая техника,Утюг,9.0,,45090.09,31088.6
2025-01-21,S08,Новосибирск,Бытовая техника,Пылесос,2.0,12121.12,24242.24,16649.96
2024-07-04,S09,Ростов-на-Дону,Продукты,Мёд 500г,1.0,639.75,639.75,416.56
2025-06-18,S04,Санкт-Петербург,Одежда,Футболка,,2042.42,8169.68,3977.78
2023-08-03,S03,Москва,Канцтовары,Степлер,1.0,516.42,516.42,212.63
2025-03-13,S04,Санкт-Петербург,Канцтовары,Набор ручек,1.0,342.11,342.11,170.03
2024-07-21,S06,Казань,Канцтовары,Калькулятор,1.0,1094.57,1094.57,559.19
2024-02-23,S08,Новосибирск,Бытовая техника,Утюг,6.0,5117.93,30707.58,20709.54
2023-01-08,S05,Санкт-Петербург,Продукты,Шоколад,1.0,287.05,287.05,216.57
2025-09-06,S03,Москва,Канцтовары,Калькулятор,1.0,1199.79,1199.79,481.72
2024-02-17,S04,Санкт-Петербург,Бытовая техника,Блендер,1.0,5005.14,5005.14,3596.96
2024-01-02,S08,Новосибирск,Продукты,Чай 100п,3.0,464.6,1393.8,920.2
2024-01-19,S07,Екатеринбург,Одежда,Джинсы,1.0,4120.04,4120.04,1916.56
2025-09-13,S06,Казань,Продукты,Кофе 1кг,1.0,889.01,889.01,584.73
2024-02-09,S02,Москва,Бытовая техника,Чайник,1.0,3240.21,3240.21,2402.75
2024-08-14,S07,Екатеринбург,Продукты,Чай 100п,2.0,443.95,887.9,599.23
2024-03-10,S07,Екатеринбург,Бытовая техника,Блендер,1.0,5483.71,5483.71,4036.73
2024-12-19,S09,Ростов-на-Дону,Бытовая техника,Блендер,3.0,5032.59,15097.77,10834.76
2023-10-10,S03,Москва,Бытовая техника,Пылесос,2.0,13327.43,26654.86,18521.41
2025-10-14,S03,Москва,Одежда,Джинсы,1.0,4368.25,4368.25,2589.24
2023-07-15,S03,Москва,Канцтовары,Ежедневник,2.0,645.85,1291.7,740.58
2025-04-08,S10,Самара,Электроника,Смартфон,2.0,22656.41,45312.82,33812.01
2025-11-11,S03,Москва,Электроника,Смартфон,1.0,22943.07,22943.07,17016.73
2025-08-02,S01,Москва,Одежда,Джинсы,2.0,4101.35,8202.7,4084.18
2023-09-05,S04,Санкт-Петербург,Продукты,Чай 100п,8.0,469.19,3753.52,2653.17
2025-04-15,S03,Москва,Электроника,Смартфон,4.0,24487.56,97950.24,76989.62
2024-02-05,S10,Самара,Одежда,Куртка,3.0,8473.75,25421.25,13048.87
2025-09-12,S07,Екатеринбург,Одежда,Джинсы,8.0,3898.24,31185.92,18928.47
2024-04-11,S09,Ростов-на-Дону,Электроника,Колонка,3.0,5125.19,15375.57,12567.8
2025-03-11,S06,Казань,Бытовая техника,Утюг,13.0,4386.9,57029.7,40213.6
2023-05-02,S10,Самара,Электроника,Наушники,1.0,3437.31,3437.31,2810.15
2023-04-21,S07,Екатеринбург,Продукты,Мёд 500г,2.0,,1245.9,829.69
2024-11-15,S10,Самара,Бытовая техника,Блендер,17.0,5248.9,89231.3,68347.9
2023-08-12,S06,Казань,Одежда,Кроссовки,1.0,,6606.08,3916.02
2023-10-02,S04,Санкт-Петербург,Одежда,Куртка,1.0,8004.51,8004.51,3999.73
2025-03-25,S05,Санкт-Петербург,Канцтовары,Калькулятор,1.0,1355.73,1355.73,624.88
2025-07-19,S01,Москва,Одежда,Кроссовки,7.0,7301.17,51108.19,27977.76
2024-03-14,S03,Москва,Канцтовары,Набор ручек,6.0,402.34,2414.04,1425.09
2024-10-31,S09,Ростов-на-Дону,Электроника,Планшет,2.0,17151.84,34303.68,25890.33
2025-01-07,S07,Екатеринбург,Бытовая техника,Утюг,,,4462.56,3148.96
2024-04-04,S10,Самара,Одежда,Джинсы,2.0,4244.74,8489.48,5256.45
2025-10-11,S05,Санкт-Петербург,Бытовая техника,Утюг,7.0,4323.92,30267.44,23283.23
2023-05-13,S02,Москва,Канцтовары,Ежедневник,1.0,775.74,775.74,358.28
2025-11-29,S03,Москва,Одежда,Футболка,4.0,1776.51,7106.04,3824.25
2023-07-06,S04,Санкт-Петербург,Одежда,Джинсы,2.0,4429.71,8859.42,4871.55
2024-04-10,S03,Москва,Одежда,Джинсы,1.0,4088.45,4088.45,2248.48
2023-02-11,S09,Ростов-на-Дону,Продукты,Кофе 1кг,4.0,984.98,3939.92,2572.15
2025-10-18,S06,Казань,Одежда,Кроссовки,10.0,6150.39,61503.9,30781.23
2025-02-22,S08,Новосибирск,Одежда,Кроссовки,1.0,6473.36,6473.36,3310.18
2024-06-07,S07,Екатеринбург,Канцтовары,Степлер,1.0,514.54,514.54,229.19
2023-01-22,S06,Казань,Продукты,Кофе 1кг,1.0,988.63,988.63,745.22
2023-01-01,S09,Ростов-на-Дону,Канцтовары,Степлер,,455.56,1822.24,1067.94
2024-09-05,S01,Москва,Продукты,Мёд 500г,4.0,548.1,2192.4,1481.14
2024-10-25,S06,Казань,Одежда,Джинсы,3.0,4333.96,13001.88,7775.47
2024-02-08,S08,Новосибирск,Электроника,Колонка,8.0,6120.03,48960.24,36959.6
2024-07-28,S04,Санкт-Петербург,Электроника,Наушники,1.0,3954.87,3954.87,3138.06
2023-12-20,S07,Екатеринбург,Канцтовары,Ежедневник,2.0,683.11,1366.22,733.14
2023-02-02,S07,Екатеринбург,Одежда,Футболка,1.0,1776.64,1776.64,1136.62
2025-10-30,S03,Москва,Одежда,Куртка,5.0,8366.13,41830.65,23527.24
2023-06-20,S05,Санкт-Петербург,Одежда,Кроссовки,1.0,6139.07,6139.07,3035.83
2023-01-15,S10,Самара,Канцтовары,Ежедневник,1.0,643.34,643.34,282.17
2023-03-23,S01,Москва,Электроника,Планшет,1.0,17998.37,17998.37,13628.53
2023-03-17,S09,Ростов-на-Дону,Продукты,Кофе 1кг,2.0,1009.94,,1393.7
2023-07-19,S08,Новосибирск,Одежда,Кроссовки,1.0,6737.65,6737.65,3805.17
2025-03-24,S08,Новосибирск,Бытовая техника,Пылесос,1.0,13368.44,13368.44,10098.82
2025-01-31,S04,Санкт-Петербург,Бытовая техника,Блендер,1.0,5380.36,5380.36,3717.92
2025-12-28,S07,Екатеринбург,Канцтовары,Степлер,10.0,,4958.7,2165.88
2023-10-01,S06,Казань,Одежда,Куртка,3.0,8367.01,25101.03,11884.22
2023-05-27,S06,Казань,Бытовая техника,Блендер,2.0,5270.38,10540.76,7688.78
2023-04-12,S10,Самара,Продукты,Шоколад,3.0,235.53,706.59,472.62
2023-12-07,S05,Санкт-Петербург,Бытовая техника,Утюг,2.0,4677.42,9354.84,6651.18
2024-10-13,S05,Санкт-Петербург,Электроника,Колонка,1.0,5240.77,5240.77,4094.78
2025-10-23,S05,Санкт-Петербург,Одежда,Кроссовки,1.0,6693.51,6693.51,4252.95
2025-01-18,S04,Санкт-Петербург,Электроника,Планшет,3.0,17552.95,52658.85,41648.8
2024-02-10,S04,Санкт-Петербург,Продукты,Мёд 500г,5.0,595.72,2978.6,2195.54
2024-03-30,S10,Самара,Продукты,Кофе 1кг,4.0,921.34,3685.36,2460.16
2025-09-06,S02,Москва,Продукты,Шоколад,4.0,260.08,1040.32,765.05
2024-08-13,S01,Москва,Бытовая техника,Утюг,5.0,4112.0,20560.0,14335.77
2024-07-05,S01,Москва,Электроника,Колонка,1.0,5710.14,5710.14,4401.71
2023-03-10,S07,Екатеринбург,Канцтовары,Степлер,1.0,442.82,442.82,217.76
2024-10-11,S07,Екатеринбург,Одежда,Кроссовки,1.0,6719.88,6719.88,4286.06
2025-01-02,S04,Санкт-Петербург,Канцтовары,Степлер,3.0,454.12,1362.36,676.63
2024-01-15,S10,Самара,Продукты,Чай 100п,4.0,463.09,1852.36,1397.14
2023-09-20,S10,Самара,Бытовая техника,Блендер,3.0,5348.03,16044.09,12067.61
2023-05-08,S05,Санкт-Петербург,Одежда,Куртка,20.0,8515.59,170311.8,91242.91
2025-05-24,S02,Москва,Одежда,Джинсы,2.0,4549.25,9098.5,5485.11
2025-05-25,S09,Ростов-на-Дону,Канцтовары,Набор ручек,14.0,315.49,4416.86,2488.55
2025-10-06,S05,Санкт-Петербург,Канцтовары,Калькулятор,1.0,1171.47,1171.47,672.64
2025-05-14,S10,Самара,Одежда,Джинсы,4.0,4827.06,19308.24,11347.42
2025-11-17,S02,Москва,Канцтовары,Калькулятор,1.0,1231.9,1231.9,514.21
2024-03-15,S07,Екатеринбург,Электроника,Планшет,1.0,16624.0,16624.0,12417.85
2023-09-16,S03,Москва,Одежда,Джинсы,3.0,3941.03,11823.09,7565.9
2025-04-29,S08,Новосибирск,Одежда,Футболка,4.0,1644.45,6577.8,3833.77
2023-05-02,S03,Москва,Одежда,Куртка,4.0,9757.33,39029.32,23499.74
2025-06-17,S08,Новосибирск,Электроника,Смартфон,2.0,25057.48,50114.96,38897.96
2024-05-16,S09,Ростов-на-Дону,Продукты,Мёд 500г,1.0,545.2,545.2,354.51
2025-04-07,S10,Самара,Продукты,Чай 100п,1.0,480.85,480.85,363.44
2025-11-20,S06,Казань,Продукты,Шоколад,3.0,250.62,751.86,569.24
2023-10-05,S05,Санкт-Петербург,Электроника,Смартфон,3.0,28028.1,84084.3,66762.88
2024-03-15,S06,Казань,Одежда,Кроссовки,1.0,5986.18,5986.18,3277.23
2025-05-18,S09,Ростов-на-Дону,Электроника,Колонка,4.0,6233.26,24933.04,19024.37
2024-09-02,S06,Казань,Канцтовары,Степлер,1.0,423.47,423.47,212.26
2024-02-05,S05,Санкт-Петербург,Канцтовары,Набор ручек,1.0,354.1,354.1,209.07
2025-02-26,S07,Екатеринбург,Бытовая техника,Пылесос,2.0,12079.2,24158.4,18274.37
2025-02-02,S07,Екатеринбург,Одежда,Джинсы,3.0,3798.6,11395.8,7248.8
2025-02-15,S08,Новосибирск,Бытовая техника,Блендер,1.0,5488.44,5488.44,4216.86
2024-03-24,S08,Новосибирск,Одежда,Футболка,1.0,2059.24,2059.24,1240.78
2024-01-14,S02,Москва,Одежда,Кроссовки,1.0,6334.34,6334.34,3713.82
2023-07-01,S09,Ростов-на-Дону,Канцтовары,Ежедневник,3.0,697.77,2093.31,1049.63
2025-07-16,S07,Екатеринбург,Одежда,Куртка,1.0,8199.61,8199.61,4903.78
2025-11-02,S02,Москва,Продукты,Кофе 1кг,6.0,897.15,5382.9,3949.3
2024-10-18,S08,Новосибирск,Продукты,Мёд 500г,1.0,651.61,651.61,480.81
2024-09-23,S08,Новосибирск,Электроника,Смартфон,5.0,27633.68,138168.4,107952.58
2024-04-12,S04,Санкт-Петербург,Электроника,Наушники,3.0,3299.53,9898.59,7346.88
2024-01-03,S06,Казань,Канцтовары,Степлер,1.0,430.86,430.86,196.88
2023-02-15,S10,Самара,Электроника,Наушники,1.0,3157.28,3157.28,2575.86
2024-06-08,S10,Самара,Электроника,Колонка,2.0,6047.66,12095.32,9219.38
2023-02-06,S04,Санкт-Петербург,Канцтовары,Набор ручек,6.0,330.56,1983.36,1014.72
2024-06-25,S07,Екатеринбург,Одежда,Футболка,,1696.23,3392.46,1732.13
2025-11-25,S03,Москва,Одежда,Кроссовки,1.0,6401.73,6401.73,3513.46
2025-03-26,S04,Санкт-Петербург,Канцтовары,Ежедневник,1.0,751.36,751.36,324.68
2025-08-29,S08,Новосибирск,Бытовая техника,Чайник,1.0,3101.9,3101.9,2245.98
2025-08-26,S01,Москва,Продукты,Шоколад,1.0,249.81,249.81,171.85
2024-11-07,S05,Санкт-Петербург,Электроника,Смартфон,6.0,28172.6,169035.6,131989.88
2025-12-30,S03,Москва,Бытовая техника,Утюг,1.0,5007.83,5007.83,3686.35
2024-02-09,S10,Самара,Бытовая техника,Блендер,1.0,5492.75,5492.75,3900.52
2023-09-16,S05,Санкт-Петербург,Одежда,Куртка,2.0,,19303.1,9465.5
2023-08-31,S08,Новосибирск,Электроника,Планшет,1.0,17976.49,17976.49,13419.5
2023-02-23,S07,Екатеринбург,Продукты,Чай 100п,,454.07,454.07,300.63
2023-06-11,S03,Москва,Продукты,Кофе 1кг,1.0,920.7,920.7,679.65
2023-05-12,S09,Ростов-на-Дону,Электроника,Смартфон,,25307.18,25307.18,20650.15
2023-11-24,S04,Санкт-Петербург,Продукты,Шоколад,1.0,254.14,254.14,171.75
2025-12-27,S04,Санкт-Петербург,Канцтовары,Калькулятор,9.0,1343.87,12094.83,6679.26
2025-01-09,S09,Ростов-на-Дону,Продукты,Чай 100п,1.0,516.74,516.74,345.53
2025-07-28,S05,Санкт-Петербург,Продукты,Чай 100п,1.0,466.15,466.15,306.67
2025-12-22,S09,Ростов-на-Дону,Продукты,Мёд 500г,1.0,664.41,664.41,435.37
2023-09-10,S05,Санкт-Петербург,Бытовая техника,Утюг,3.0,5007.61,15022.83,10148.05
2024-05-10,S03,Москва,Электроника,Колонка,2.0,5266.77,10533.54,7939.77
2024-12-30,S09,Ростов-на-Дону,Канцтовары,Степлер,7.0,431.28,3018.96,1443.93
2023-10-25,S10,Самара,Канцтовары,Ежедневник,1.0,658.55,658.55,350.1
2023-09-01,S06,Казань,Продукты,Чай 100п,1.0,497.64,497.64,358.25
2025-06-05,S07,Екатеринбург,Продукты,Чай 100п,1.0,473.11,473.11,321.37
2025-06-29,S08,Новосибирск,Одежда,Джинсы,4.0,4036.67,16146.68,8548.15
2024-01-15,S08,Новосибирск,Продукты,Шоколад,9.0,280.87,2527.83,1892.38
2024-11-11,S06,Казань,Бытовая техника,Пылесос,8.0,11754.79,94038.32,66181.43
2024-08-16,S03,Москва,Продукты,Кофе 1кг,1.0,833.83,833.83,553.2
2025-03-21,S10,Самара,Одежда,Джинсы,4.0,4086.51,16346.04,9041.51
2025-03-20,S04,Санкт-Петербург,Канцтовары,Набор ручек,1.0,378.53,378.53,164.37
2025-12-24,S02,Москва,Электроника,Планшет,2.0,18873.59,37747.18,27881.86
2025-09-25,S04,Санкт-Петербург,Канцтовары,Набор ручек,1.0,321.34,321.34,180.37
2024-04-12,S04,Санкт-Петербург,Канцтовары,Калькулятор,1.0,1259.02,1259.02,689.31
2024-08-23,S10,Самара,Бытовая техника,Чайник,5.0,2942.81,14714.05,11289.76
2025-03-16,S04,Санкт-Петербург,Бытовая техника,Чайник,1.0,3086.13,3086.13,2244.76
2024-03-30,S08,Новосибирск,Бытовая техника,Блендер,7.0,5216.75,36517.25,24949.38
2023-07-07,S04,Санкт-Петербург,Продукты,Шоколад,1.0,277.31,277.31,204.54
2025-07-11,S10,Самара,Одежда,Футболка,1.0,1737.02,1737.02,816.86
2025-10-20,S06,Казань,Электроника,Смартфон,2.0,24141.46,48282.92,36623.74
2023-03-09,S06,Казань,Канцтовары,Ежедневник,2.0,796.95,1593.9,665.03
2025-05-16,S07,Екатеринбург,Бытовая техника,Утюг,3.0,4717.9,14153.7,10197.71
2025-05-05,S03,Москва,Продукты,Мёд 500г,1.0,622.59,622.59,443.45
2024-08-06,S01,Москва,Канцтовары,Ежедневник,1.0,749.08,749.08,303.42
2023-09-07,S09,Ростов-на-Дону,Канцтовары,Степлер,4.0,440.46,1761.84,1026.65
